Sun May  5 05:48:27 2024 Fold 4, Epoch 6, lr: 0.0001265, train loss: 0.42829, valid loss: 0.44344, metric: 0.443436.
Sun May  5 05:57:15 2024 Fold 4, Epoch 7, lr: 0.0000945, train loss: 0.42027, valid loss: 0.44046, metric: 0.440464.
Sun May  5 06:05:57 2024 Fold 4, Epoch 8, lr: 0.0000657, train loss: 0.41199, valid loss: 0.41046, metric: 0.410459.
Sun May  5 06:14:40 2024 Fold 4, Epoch 9, lr: 0.0000428, train loss: 0.40153, valid loss: 0.41281, metric: 0.412808.
Sun May  5 06:23:22 2024 Fold 4, Epoch 10, lr: 0.0000281, train loss: 0.40019, valid loss: 0.42212, metric: 0.422119.
Wed May  8 23:55:00 2024 Fold 0, Epoch 1, lr: 0.0002300, train loss: 0.45961, valid loss: 0.48193, metric: 0.481926.
Thu May  9 00:03:29 2024 Fold 0, Epoch 2, lr: 0.0002249, train loss: 0.44560, valid loss: 0.46121, metric: 0.461212.
Thu May  9 00:12:04 2024 Fold 0, Epoch 3, lr: 0.0002102, train loss: 0.44048, valid loss: 0.45230, metric: 0.452301.
Thu May  9 00:20:40 2024 Fold 0, Epoch 4, lr: 0.0001873, train loss: 0.43618, valid loss: 0.44849, metric: 0.448489.
Thu May  9 00:29:18 2024 Fold 0, Epoch 5, lr: 0.0001585, train loss: 0.43122, valid loss: 0.43602, metric: 0.436024.
Thu May  9 00:37:57 2024 Fold 0, Epoch 6, lr: 0.0001265, train loss: 0.42261, valid loss: 0.44131, metric: 0.441306.
Thu May  9 00:46:37 2024 Fold 0, Epoch 7, lr: 0.0000945, train loss: 0.41269, valid loss: 0.45010, metric: 0.450099.
Thu May  9 00:55:19 2024 Fold 0, Epoch 8, lr: 0.0000657, train loss: 0.40563, valid loss: 0.40842, metric: 0.408419.
Thu May  9 01:03:56 2024 Fold 0, Epoch 9, lr: 0.0000428, train loss: 0.39611, valid loss: 0.41425, metric: 0.414251.
Thu May  9 01:12:33 2024 Fold 0, Epoch 10, lr: 0.0000281, train loss: 0.39054, valid loss: 0.42519, metric: 0.425190.
Thu May  9 01:21:12 2024 Fold 1, Epoch 1, lr: 0.0002300, train loss: 0.45874, valid loss: 0.46047, metric: 0.460466.
Thu May  9 01:29:46 2024 Fold 1, Epoch 2, lr: 0.0002249, train loss: 0.44850, valid loss: 0.46658, metric: 0.466578.
Thu May  9 01:38:20 2024 Fold 1, Epoch 3, lr: 0.0002102, train loss: 0.44270, valid loss: 0.43673, metric: 0.436730.
Thu May  9 01:46:56 2024 Fold 1, Epoch 4, lr: 0.0001873, train loss: 0.43863, valid loss: 0.43052, metric: 0.430520.
Thu May  9 01:55:28 2024 Fold 1, Epoch 5, lr: 0.0001585, train loss: 0.43329, valid loss: 0.41794, metric: 0.417943.
Thu May  9 02:04:00 2024 Fold 1, Epoch 6, lr: 0.0001265, train loss: 0.42531, valid loss: 0.45814, metric: 0.458136.
Thu May  9 02:12:35 2024 Fold 1, Epoch 7, lr: 0.0000945, train loss: 0.42332, valid loss: 0.42711, metric: 0.427107.
Thu May  9 02:21:08 2024 Fold 1, Epoch 8, lr: 0.0000657, train loss: 0.40952, valid loss: 0.42047, metric: 0.420473.
Thu May  9 02:29:43 2024 Fold 1, Epoch 9, lr: 0.0000428, train loss: 0.40804, valid loss: 0.39075, metric: 0.390750.
Thu May  9 02:38:19 2024 Fold 1, Epoch 10, lr: 0.0000281, train loss: 0.40174, valid loss: 0.39244, metric: 0.392444.
Thu May  9 02:46:56 2024 Fold 2, Epoch 1, lr: 0.0002300, train loss: 0.45626, valid loss: 0.48335, metric: 0.483347.
Thu May  9 02:55:28 2024 Fold 2, Epoch 2, lr: 0.0002249, train loss: 0.44821, valid loss: 0.46860, metric: 0.468598.
Thu May  9 03:04:05 2024 Fold 2, Epoch 3, lr: 0.0002102, train loss: 0.43995, valid loss: 0.48486, metric: 0.484861.
Thu May  9 03:12:46 2024 Fold 2, Epoch 4, lr: 0.0001873, train loss: 0.43782, valid loss: 0.44530, metric: 0.445305.
Thu May  9 03:21:27 2024 Fold 2, Epoch 5, lr: 0.0001585, train loss: 0.43070, valid loss: 0.45920, metric: 0.459197.
Thu May  9 03:30:10 2024 Fold 2, Epoch 6, lr: 0.0001265, train loss: 0.42512, valid loss: 0.43462, metric: 0.434620.
Thu May  9 03:38:52 2024 Fold 2, Epoch 7, lr: 0.0000945, train loss: 0.41258, valid loss: 0.43273, metric: 0.432731.
Thu May  9 03:47:30 2024 Fold 2, Epoch 8, lr: 0.0000657, train loss: 0.40862, valid loss: 0.39889, metric: 0.398890.
Thu May  9 03:56:13 2024 Fold 2, Epoch 9, lr: 0.0000428, train loss: 0.40424, valid loss: 0.38414, metric: 0.384136.
Thu May  9 04:04:55 2024 Fold 2, Epoch 10, lr: 0.0000281, train loss: 0.39562, valid loss: 0.37873, metric: 0.378728.
Thu May  9 04:13:42 2024 Fold 3, Epoch 1, lr: 0.0002300, train loss: 0.45726, valid loss: 0.50215, metric: 0.502146.
Thu May  9 04:22:26 2024 Fold 3, Epoch 2, lr: 0.0002249, train loss: 0.44803, valid loss: 0.46872, metric: 0.468722.
Thu May  9 04:31:10 2024 Fold 3, Epoch 3, lr: 0.0002102, train loss: 0.44227, valid loss: 0.47381, metric: 0.473808.
Thu May  9 04:39:53 2024 Fold 3, Epoch 4, lr: 0.0001873, train loss: 0.43407, valid loss: 0.45361, metric: 0.453612.
Thu May  9 04:48:29 2024 Fold 3, Epoch 5, lr: 0.0001585, train loss: 0.43041, valid loss: 0.51363, metric: 0.513625.
Thu May  9 04:56:58 2024 Fold 3, Epoch 6, lr: 0.0001265, train loss: 0.42462, valid loss: 0.43972, metric: 0.439718.
Thu May  9 05:05:28 2024 Fold 3, Epoch 7, lr: 0.0000945, train loss: 0.41957, valid loss: 0.42758, metric: 0.427575.
Thu May  9 05:14:00 2024 Fold 3, Epoch 8, lr: 0.0000657, train loss: 0.40905, valid loss: 0.41206, metric: 0.412064.
Thu May  9 05:22:31 2024 Fold 3, Epoch 9, lr: 0.0000428, train loss: 0.40467, valid loss: 0.40543, metric: 0.405428.
Thu May  9 05:31:02 2024 Fold 3, Epoch 10, lr: 0.0000281, train loss: 0.40314, valid loss: 0.39866, metric: 0.398658.
Thu May  9 05:39:35 2024 Fold 4, Epoch 1, lr: 0.0002300, train loss: 0.45692, valid loss: 0.45798, metric: 0.457979.
Thu May  9 05:48:07 2024 Fold 4, Epoch 2, lr: 0.0002249, train loss: 0.44758, valid loss: 0.46529, metric: 0.465290.
Thu May  9 05:56:39 2024 Fold 4, Epoch 3, lr: 0.0002102, train loss: 0.44130, valid loss: 0.46307, metric: 0.463071.
Thu May  9 06:05:10 2024 Fold 4, Epoch 4, lr: 0.0001873, train loss: 0.43932, valid loss: 0.46345, metric: 0.463447.
Thu May  9 06:13:41 2024 Fold 4, Epoch 5, lr: 0.0001585, train loss: 0.43252, valid loss: 0.46288, metric: 0.462878.
Thu May  9 06:22:12 2024 Fold 4, Epoch 6, lr: 0.0001265, train loss: 0.43060, valid loss: 0.43421, metric: 0.434211.
Thu May  9 06:30:43 2024 Fold 4, Epoch 7, lr: 0.0000945, train loss: 0.42667, valid loss: 0.41764, metric: 0.417644.
Thu May  9 06:39:13 2024 Fold 4, Epoch 8, lr: 0.0000657, train loss: 0.41411, valid loss: 0.43653, metric: 0.436530.
Thu May  9 06:47:52 2024 Fold 4, Epoch 9, lr: 0.0000428, train loss: 0.40758, valid loss: 0.41857, metric: 0.418570.
Thu May  9 06:56:24 2024 Fold 4, Epoch 10, lr: 0.0000281, train loss: 0.40293, valid loss: 0.43769, metric: 0.437693.
